image,label,kind,v9_score,strict_prediction,stain_prediction,crease_prediction,stain_mask_area,raw_score_p995,cluster_count
test/good/19.jpg,0,good,10.811365127563477,0,0,0,0,0.011986707337200642,0
test/good/27.jpg,0,good,11.82979965209961,0,0,0,0,0.010718639940023422,0
test/good/39.jpg,0,good,12.994629859924316,0,0,0,0,0.014574673026800156,0
test/good/47.jpg,0,good,10.985504150390625,0,0,0,0,0.013250459916889668,0
test/good/49.jpg,0,good,12.530503273010254,0,0,0,0,0.013581599108874798,0
test/good/54.jpg,0,good,10.943981170654297,0,0,0,0,0.00996062159538269,0
test/good/57.jpg,0,good,41.57294845581055,1,0,1,0,0.01646628975868225,4
test/good/58.jpg,0,good,12.959184646606445,0,0,1,0,0.017961282283067703,1
test/good/62.jpg,0,good,30.233118057250977,1,0,1,0,0.021424422040581703,2
test/good/8.jpg,0,good,9.673931121826172,0,0,0,0,0.014843916520476341,0
test/stain/104.jpg,1,stain,34.482887268066406,1,1,0,2482,0.030417008325457573,3
test/stain/111.jpg,1,stain,18.109241485595703,0,1,0,666,0.015554096549749374,1
test/stain/116.jpg,1,stain,48.260860443115234,1,1,0,5210,0.023579001426696777,7
test/stain/119.jpg,1,stain,109.51385498046875,1,1,1,5877,0.05177684873342514,11
test/stain/129.jpg,1,stain,17.259775161743164,0,1,0,1467,0.0108814537525177,2
test/stain/132.jpg,1,stain,31.51034927368164,1,1,1,2102,0.02683410234749317,5
test/stain/135.jpg,1,stain,29.51189613342285,1,0,1,0,0.019719526171684265,2
test/stain/139.jpg,1,stain,16.855117797851562,0,0,0,0,0.010474484413862228,0
test/stain/14.jpg,1,stain,35.626708984375,1,1,0,902,0.015354221686720848,4
test/stain/141.jpg,1,stain,29.67885971069336,1,1,1,1783,0.01652550883591175,7
test/stain/144.jpg,1,stain,15.213448524475098,0,0,0,0,0.01673629693686962,0
test/stain/147.jpg,1,stain,63.54270935058594,1,1,1,894,0.03236530348658562,2
test/stain/149.jpg,1,stain,103.073974609375,1,1,0,5574,0.05335695669054985,1
test/stain/15.jpg,1,stain,88.18551635742188,1,1,0,5937,0.04162086546421051,4
test/stain/150.jpg,1,stain,47.61357116699219,1,1,1,1089,0.03750654309988022,3
test/stain/151.jpg,1,stain,123.13765716552734,1,1,1,4893,0.05137185752391815,9
test/stain/158.jpg,1,stain,210.95654296875,1,1,0,2424,0.06597942113876343,8
test/stain/159.jpg,1,stain,42.93037033081055,1,1,0,1210,0.015840258449316025,5
test/stain/16.jpg,1,stain,121.56002807617188,1,1,0,4014,0.03752746805548668,5
test/stain/163.jpg,1,stain,34.70439910888672,1,0,1,0,0.012728849425911903,2
test/stain/167.jpg,1,stain,14.137967109680176,0,1,0,811,0.013471155427396297,1
test/stain/169.jpg,1,stain,61.128273010253906,1,1,0,1436,0.019654180854558945,1
test/stain/174.jpg,1,stain,12.805481910705566,0,1,0,1258,0.013838643208146095,2
test/stain/176.jpg,1,stain,106.68107604980469,1,1,1,719,0.03028123453259468,3
test/stain/177.jpg,1,stain,43.58164596557617,1,1,1,662,0.012969502247869968,7
test/stain/18.jpg,1,stain,186.85614013671875,1,1,1,2845,0.07634026557207108,5
test/stain/186.jpg,1,stain,157.75169372558594,1,1,0,1309,0.010872378945350647,5
test/stain/190.jpg,1,stain,38.05193328857422,1,1,0,1615,0.020595982670783997,1
test/stain/194.jpg,1,stain,67.15107727050781,1,1,0,4282,0.02725684642791748,3
test/stain/204.jpg,1,stain,58.99324035644531,1,1,0,4140,0.02275775745511055,3
test/stain/212.jpg,1,stain,39.84739303588867,1,1,0,1780,0.01972518302500248,3
test/stain/216.jpg,1,stain,35.73664093017578,1,1,0,2215,0.02088826335966587,5
test/stain/219.jpg,1,stain,83.32034301757812,1,1,0,740,0.018339360132813454,2
test/stain/220.jpg,1,stain,87.37460327148438,1,1,0,814,0.021963240578770638,2
test/stain/221.jpg,1,stain,32.18864059448242,1,1,0,3847,0.02421182580292225,2
test/stain/225.jpg,1,stain,58.54191589355469,1,1,1,1129,0.022310959175229073,4
test/stain/232.jpg,1,stain,9.196135520935059,0,0,0,0,0.013586357235908508,0
test/stain/235.jpg,1,stain,13.146302223205566,0,1,0,980,0.015339062549173832,1
test/stain/238.jpg,1,stain,17.794466018676758,0,0,1,0,0.016874369233846664,1
test/stain/241.jpg,1,stain,8.886136054992676,0,0,0,0,0.013836256228387356,0
test/stain/242.jpg,1,stain,11.830765724182129,0,1,0,313,0.01344528328627348,1
test/stain/244.jpg,1,stain,13.79565715789795,0,1,0,1837,0.018019050359725952,2
test/stain/246.jpg,1,stain,12.658452033996582,0,1,0,937,0.01762225292623043,1
test/stain/247.jpg,1,stain,14.766008377075195,0,0,0,0,0.017146574333310127,0
test/stain/248.jpg,1,stain,30.196128845214844,1,1,0,2610,0.016233187168836594,3
test/stain/250.jpg,1,stain,13.736710548400879,0,0,0,0,0.013179169967770576,0
test/stain/259.jpg,1,stain,15.780628204345703,0,0,0,0,0.01477038487792015,0
test/stain/262.jpg,1,stain,28.52004623413086,1,0,1,0,0.02361435815691948,2
test/stain/268.jpg,1,stain,18.77599334716797,0,1,0,1957,0.019339604303240776,2
test/stain/270.jpg,1,stain,14.347644805908203,0,1,1,1131,0.015692073851823807,3
test/stain/272.jpg,1,stain,10.197688102722168,0,1,0,286,0.009957656264305115,1
test/stain/276.jpg,1,stain,12.063693046569824,0,1,0,395,0.013001426123082638,1
test/stain/282.jpg,1,stain,9.949028015136719,0,1,0,279,0.012147913686931133,1
test/stain/283.jpg,1,stain,7.841824531555176,0,0,0,0,0.008203280158340931,0
test/stain/286.jpg,1,stain,69.6358642578125,1,1,0,1839,0.03143030032515526,2
test/stain/289.jpg,1,stain,110.19425964355469,1,1,0,4008,0.036394085735082626,5
test/stain/298.jpg,1,stain,23.2622013092041,0,1,0,951,0.01471187174320221,2
test/stain/30.jpg,1,stain,14.282524108886719,0,1,1,273,0.01798788085579872,2
test/stain/300.jpg,1,stain,65.3983154296875,1,1,1,2228,0.033230528235435486,6
test/stain/301.jpg,1,stain,34.63690948486328,1,1,0,467,0.019218990579247475,2
test/stain/304.jpg,1,stain,76.24684143066406,1,1,0,1986,0.022749273106455803,7
test/stain/307.jpg,1,stain,11.695212364196777,0,0,0,0,0.016273796558380127,0
test/stain/308.jpg,1,stain,16.685888290405273,0,1,0,527,0.021133780479431152,1
test/stain/311.jpg,1,stain,62.9156494140625,1,1,0,2365,0.030873721465468407,3
test/stain/312.jpg,1,stain,106.92021179199219,1,1,0,2276,0.04029734805226326,2
test/stain/315.jpg,1,stain,33.34786605834961,1,0,0,0,0.01614111103117466,0
test/stain/317.jpg,1,stain,7.448497772216797,0,0,0,0,0.012501058168709278,0
test/stain/327.jpg,1,stain,29.796857833862305,1,1,1,383,0.01545538380742073,2
test/stain/331.jpg,1,stain,82.9064712524414,1,1,1,431,0.01969679817557335,3
test/stain/337.jpg,1,stain,31.3643741607666,1,1,0,926,0.018507830798625946,1
test/stain/338.jpg,1,stain,43.14244079589844,1,1,1,3126,0.025203190743923187,3
test/stain/341.jpg,1,stain,26.958959579467773,1,1,1,682,0.014709919691085815,2
test/stain/35.jpg,1,stain,125.53559875488281,1,1,0,4863,0.045643508434295654,4
test/stain/353.jpg,1,stain,75.8141860961914,1,1,0,414,0.010984765365719795,2
test/stain/354.jpg,1,stain,16.692073822021484,0,1,1,1082,0.018123555928468704,2
test/stain/359.jpg,1,stain,12.744723320007324,0,0,0,0,0.012023719027638435,0
test/stain/36.jpg,1,stain,44.299922943115234,1,1,1,1411,0.031120911240577698,4
test/stain/363.jpg,1,stain,88.56812286376953,1,1,0,274,0.012110469862818718,2
test/stain/367.jpg,1,stain,83.8377456665039,1,1,0,151,0.010001618415117264,1
test/stain/368.jpg,1,stain,89.05274200439453,1,1,0,347,0.008840588852763176,1
test/stain/369.jpg,1,stain,67.92047119140625,1,1,0,148,0.015012633055448532,1
test/stain/370.jpg,1,stain,35.48884963989258,1,1,0,139,0.013724274933338165,1
test/stain/371.jpg,1,stain,46.069454193115234,1,1,0,91,0.00861552357673645,1
test/stain/378.jpg,1,stain,10.174527168273926,0,0,0,0,0.015185363590717316,0
test/stain/382.jpg,1,stain,10.33319091796875,0,0,0,0,0.01424427516758442,0
test/stain/394.jpg,1,stain,12.077606201171875,0,0,0,0,0.010446022264659405,0
test/stain/398.jpg,1,stain,17.777450561523438,0,1,0,1417,0.015158923342823982,1
test/stain/43.jpg,1,stain,24.97583770751953,1,1,1,1687,0.021947966888546944,3
test/stain/44.jpg,1,stain,17.350521087646484,0,0,1,0,0.02599021978676319,2
test/stain/49.jpg,1,stain,16.692798614501953,0,0,0,0,0.01377810724079609,0
test/stain/50.jpg,1,stain,11.447284698486328,0,0,0,0,0.010973690077662468,0
test/stain/58.jpg,1,stain,28.570207595825195,1,1,0,2691,0.021729126572608948,2
test/stain/67.jpg,1,stain,31.882848739624023,1,1,1,731,0.03773844242095947,4
test/stain/69.jpg,1,stain,26.518369674682617,1,1,1,877,0.030956178903579712,3
test/stain/72.jpg,1,stain,13.778484344482422,0,0,0,0,0.011129242368042469,0
test/stain/77.jpg,1,stain,16.487812042236328,0,1,0,416,0.01561017520725727,1
test/stain/84.jpg,1,stain,143.0219268798828,1,1,0,2777,0.035609859973192215,5
test/stain/86.jpg,1,stain,146.42718505859375,1,1,0,4509,0.06258765608072281,4
test/stain/95.jpg,1,stain,47.366737365722656,1,1,0,1341,0.03491104394197464,3
test/stain/97.jpg,1,stain,117.6811294555664,1,1,0,1968,0.030786175280809402,4
