image,label,kind,image_score_p995,prediction
test/good/19.jpg,0,good,0.15497122704982758,0
test/good/27.jpg,0,good,0.166610449552536,0
test/good/39.jpg,0,good,0.16096818447113037,0
test/good/47.jpg,0,good,0.16883787512779236,0
test/good/49.jpg,0,good,0.11919189989566803,0
test/good/54.jpg,0,good,0.1454358696937561,0
test/good/57.jpg,0,good,0.13126014173030853,0
test/good/58.jpg,0,good,0.14197315275669098,0
test/good/62.jpg,0,good,0.1946764886379242,1
test/good/8.jpg,0,good,0.1167365312576294,0
test/stain/104.jpg,1,stain,0.23493161797523499,1
test/stain/111.jpg,1,stain,0.1277855932712555,0
test/stain/116.jpg,1,stain,0.13430732488632202,0
test/stain/119.jpg,1,stain,0.4478415250778198,1
test/stain/129.jpg,1,stain,0.11424310505390167,0
test/stain/132.jpg,1,stain,0.15979334712028503,0
test/stain/135.jpg,1,stain,0.1396344155073166,0
test/stain/139.jpg,1,stain,0.11800434440374374,0
test/stain/14.jpg,1,stain,0.10613046586513519,0
test/stain/141.jpg,1,stain,0.11963585019111633,0
test/stain/144.jpg,1,stain,0.1516788750886917,0
test/stain/147.jpg,1,stain,0.24833302199840546,1
test/stain/149.jpg,1,stain,0.7943626642227173,1
test/stain/15.jpg,1,stain,0.41872715950012207,1
test/stain/150.jpg,1,stain,0.43734461069107056,1
test/stain/151.jpg,1,stain,0.666397750377655,1
test/stain/158.jpg,1,stain,0.542003870010376,1
test/stain/159.jpg,1,stain,0.13901466131210327,0
test/stain/16.jpg,1,stain,0.5909162759780884,1
test/stain/163.jpg,1,stain,0.1217285692691803,0
test/stain/167.jpg,1,stain,0.14106373488903046,0
test/stain/169.jpg,1,stain,0.1856730878353119,0
test/stain/174.jpg,1,stain,0.11413460224866867,0
test/stain/176.jpg,1,stain,0.7533431649208069,1
test/stain/177.jpg,1,stain,0.11599058657884598,0
test/stain/18.jpg,1,stain,0.5665808320045471,1
test/stain/186.jpg,1,stain,0.13557793200016022,0
test/stain/190.jpg,1,stain,0.1363811045885086,0
test/stain/194.jpg,1,stain,0.18376266956329346,0
test/stain/204.jpg,1,stain,0.16249431669712067,0
test/stain/212.jpg,1,stain,0.20354022085666656,1
test/stain/216.jpg,1,stain,0.16456538438796997,0
test/stain/219.jpg,1,stain,0.14111647009849548,0
test/stain/220.jpg,1,stain,0.17077922821044922,0
test/stain/221.jpg,1,stain,0.14173002541065216,0
test/stain/225.jpg,1,stain,0.17278093099594116,0
test/stain/232.jpg,1,stain,0.11484745144844055,0
test/stain/235.jpg,1,stain,0.13948367536067963,0
test/stain/238.jpg,1,stain,0.1419885903596878,0
test/stain/241.jpg,1,stain,0.14467647671699524,0
test/stain/242.jpg,1,stain,0.1051628589630127,0
test/stain/244.jpg,1,stain,0.11896166950464249,0
test/stain/246.jpg,1,stain,0.18463028967380524,0
test/stain/247.jpg,1,stain,0.16484028100967407,0
test/stain/248.jpg,1,stain,0.14265067875385284,0
test/stain/250.jpg,1,stain,0.1438712775707245,0
test/stain/259.jpg,1,stain,0.15481159090995789,0
test/stain/262.jpg,1,stain,0.14465580880641937,0
test/stain/268.jpg,1,stain,0.11215155571699142,0
test/stain/270.jpg,1,stain,0.13731729984283447,0
test/stain/272.jpg,1,stain,0.12564460933208466,0
test/stain/276.jpg,1,stain,0.09740982949733734,0
test/stain/282.jpg,1,stain,0.13847750425338745,0
test/stain/283.jpg,1,stain,0.09744637459516525,0
test/stain/286.jpg,1,stain,0.19034066796302795,1
test/stain/289.jpg,1,stain,0.3590887486934662,1
test/stain/298.jpg,1,stain,0.15935707092285156,0
test/stain/30.jpg,1,stain,0.17455942928791046,0
test/stain/300.jpg,1,stain,0.15944546461105347,0
test/stain/301.jpg,1,stain,0.1800653338432312,0
test/stain/304.jpg,1,stain,0.33086761832237244,1
test/stain/307.jpg,1,stain,0.136432945728302,0
test/stain/308.jpg,1,stain,0.15759548544883728,0
test/stain/311.jpg,1,stain,0.20161879062652588,1
test/stain/312.jpg,1,stain,0.24497781693935394,1
test/stain/315.jpg,1,stain,0.13754267990589142,0
test/stain/317.jpg,1,stain,0.1708201915025711,0
test/stain/327.jpg,1,stain,0.200809046626091,1
test/stain/331.jpg,1,stain,0.26922839879989624,1
test/stain/337.jpg,1,stain,0.1464197188615799,0
test/stain/338.jpg,1,stain,0.13770243525505066,0
test/stain/341.jpg,1,stain,0.12343507260084152,0
test/stain/35.jpg,1,stain,0.14741910994052887,0
test/stain/353.jpg,1,stain,0.1131424531340599,0
test/stain/354.jpg,1,stain,0.18129463493824005,0
test/stain/359.jpg,1,stain,0.13742242753505707,0
test/stain/36.jpg,1,stain,0.24853366613388062,1
test/stain/363.jpg,1,stain,0.11698421835899353,0
test/stain/367.jpg,1,stain,0.10538282245397568,0
test/stain/368.jpg,1,stain,0.10087970644235611,0
test/stain/369.jpg,1,stain,0.12609726190567017,0
test/stain/370.jpg,1,stain,0.094814732670784,0
test/stain/371.jpg,1,stain,0.11220662295818329,0
test/stain/378.jpg,1,stain,0.1155332550406456,0
test/stain/382.jpg,1,stain,0.12450633198022842,0
test/stain/394.jpg,1,stain,0.14674751460552216,0
test/stain/398.jpg,1,stain,0.17834138870239258,0
test/stain/43.jpg,1,stain,0.3354148268699646,1
test/stain/44.jpg,1,stain,0.3738456964492798,1
test/stain/49.jpg,1,stain,0.14315776526927948,0
test/stain/50.jpg,1,stain,0.12036426365375519,0
test/stain/58.jpg,1,stain,0.15225116908550262,0
test/stain/67.jpg,1,stain,0.2427336871623993,1
test/stain/69.jpg,1,stain,0.3006603717803955,1
test/stain/72.jpg,1,stain,0.11253169178962708,0
test/stain/77.jpg,1,stain,0.1472235769033432,0
test/stain/84.jpg,1,stain,0.6236231327056885,1
test/stain/86.jpg,1,stain,0.8548126816749573,1
test/stain/95.jpg,1,stain,0.1858619600534439,0
test/stain/97.jpg,1,stain,0.2500990927219391,1
