step,loss,grad_norm,seconds
1,0.4204314351081848,0.49326515197753906,2.351081104000002
2,0.3589233160018921,0.5286188721656799,0.32901222899999993
3,0.3706353008747101,0.4793195128440857,0.3003029529999992
4,0.3320612907409668,0.4868285357952118,0.27339158899999916
5,0.33463242650032043,0.524896502494812,0.30222297700001377
6,0.3273063898086548,0.5357866883277893,0.26532401200000777
7,0.308907687664032,0.5880801677703857,0.2998784760000035
8,0.27310556173324585,0.46885544061660767,0.3057623729999932
9,0.3620792031288147,0.4669991433620453,0.2677633739999976
10,0.28197044134140015,0.5947064757347107,0.26741944099998705
11,0.305894672870636,0.7226782441139221,0.29039059699999825
12,0.30319666862487793,0.7046512365341187,0.27887628399997766
13,0.27053070068359375,0.650171160697937,0.2843246910000232
14,0.2782604396343231,0.6196457147598267,0.2879397190000077
15,0.261136531829834,0.6685578227043152,0.2636301240000023
16,0.2435450255870819,0.5675439834594727,0.26991317200000253
17,0.22322368621826172,0.5626713037490845,0.26424058500001024
18,0.261630117893219,0.6392613053321838,0.3242475769999942
19,0.24371162056922913,0.7219186425209045,0.32918911999999523
20,0.25573116540908813,0.7618348598480225,0.30530685499999777
21,0.2236529290676117,0.6690387725830078,0.28887141799998517
22,0.19681906700134277,0.5280329585075378,0.34149438199997917
23,0.24215057492256165,0.7956514954566956,0.2685691259999885
24,0.20659658312797546,0.612851083278656,0.2706950310000025
25,0.2887042760848999,0.7341445684432983,0.2767504219999921
26,0.2328987419605255,0.6122885346412659,0.2692245160000084
27,0.21407970786094666,0.6957225799560547,0.2647904510000103
28,0.22571077942848206,0.784346342086792,0.2809135410000181
29,0.19716806709766388,0.6767445802688599,0.264094660000012
30,0.23562946915626526,0.8591290712356567,0.25164856100002453
31,0.22166499495506287,0.4878058135509491,0.33312259799998856
32,0.18755242228507996,0.5538080930709839,0.2608252309999841
33,0.21934767067432404,0.6926684379577637,0.2662373349999996
34,0.2113172709941864,0.6347574591636658,0.2583222220000039
35,0.1928595006465912,0.7263750433921814,0.2671196970000267
36,0.18468627333641052,0.6145306825637817,0.2607588900000053
37,0.18766215443611145,0.5528784990310669,0.2652012609999872
38,0.21060290932655334,0.7239675521850586,0.2696918399999788
39,0.2173670083284378,0.7353320717811584,0.26172571000000744
40,0.22210267186164856,0.5534219741821289,0.26017762000000744
41,0.2415994107723236,0.5228150486946106,0.261883427000015
42,0.1965697854757309,0.7035378217697144,0.2630769820000012
43,0.1888616532087326,0.6875919103622437,0.26542049400001133
44,0.22247397899627686,0.880230724811554,0.2887095589999831
45,0.19121456146240234,0.5857123136520386,0.28720977099999345
46,0.2322452962398529,0.6736270189285278,0.26803603600001225
47,0.19366437196731567,0.6652377247810364,0.26541854199999193
48,0.25031620264053345,0.6195727586746216,0.2604966980000256
49,0.1883040964603424,0.639164388179779,0.26854180800000904
50,0.19943425059318542,0.5004856586456299,0.2667906880000146
51,0.17598067224025726,0.5909817814826965,0.2765855350000095
52,0.1727825254201889,0.5798313021659851,0.27212525199999504
53,0.2097298502922058,0.6524662375450134,0.26615207599999735
54,0.19069704413414001,0.5356997847557068,0.27072590100002003
55,0.2015971541404724,0.5034750699996948,0.27113836499998456
56,0.1809173822402954,0.6639866232872009,0.268458035000009
57,0.18813112378120422,0.6048292517662048,0.28208201900000063
58,0.17505314946174622,0.6742061972618103,0.26749232399998846
59,0.17185205221176147,0.5238394737243652,0.26660408899999766
60,0.19484607875347137,0.7035172581672668,0.25628751900001134
61,0.17328885197639465,0.7031646966934204,0.27151571000001695
62,0.16169455647468567,0.5940608382225037,0.2827616019999937
63,0.1611921489238739,0.5556437969207764,0.2749352029999841
64,0.18917039036750793,0.4294910430908203,0.2543045090000078
65,0.16976356506347656,0.6544278860092163,0.25960361700001044
66,0.2045302391052246,0.6132048964500427,0.25714836500000615
67,0.17269450426101685,0.7142607569694519,0.29196441799999207
68,0.15810102224349976,0.6402949094772339,0.28173126799998727
69,0.1921897530555725,0.7443696856498718,0.2745057749999944
70,0.20506468415260315,0.8483677506446838,0.2737348389999852
71,0.17499098181724548,0.5744495987892151,0.2715899199999967
72,0.18726608157157898,0.4271402060985565,0.2604062950000241
73,0.16089960932731628,0.5178050994873047,0.255350261999979
74,0.15958184003829956,0.6179236769676208,0.25747408400002314
75,0.17338955402374268,0.6362417340278625,0.2608080079999979
76,0.20229798555374146,0.3820571005344391,0.3015346349999959
77,0.16197651624679565,0.655924379825592,0.275440734
78,0.15894094109535217,0.636387050151825,0.2633251470000175
79,0.16481852531433105,0.5145444273948669,0.2675681919999988
80,0.19877228140830994,0.3685341775417328,0.2692803650000144
81,0.15868766605854034,0.6238395571708679,0.27776540100001057
82,0.157235249876976,0.6784473657608032,0.2687459360000162
83,0.1969488114118576,0.7105667591094971,0.27522665500001153
84,0.139060378074646,0.5746672749519348,0.26708815499998195
85,0.1612713634967804,0.68836510181427,0.26166390999998157
86,0.16741523146629333,0.593741774559021,0.26556144999997855
87,0.17513002455234528,0.6032351851463318,0.2561903120000011
88,0.1929345279932022,0.4339773952960968,0.26617981399999735
89,0.19215646386146545,0.6411463618278503,0.2599724700000081
90,0.14196795225143433,0.5875605344772339,0.25893143900000837
91,0.18210184574127197,0.47783857583999634,0.2588117239999974
92,0.15048930048942566,0.6545798778533936,0.2660407550000059
93,0.17618553340435028,0.44141677021980286,0.2593713649999927
94,0.18047165870666504,0.7232070565223694,0.257049760000001
95,0.18811576068401337,0.3781775236129761,0.2661162109999964
96,0.15037155151367188,0.6534193158149719,0.2740836940000122
97,0.13222451508045197,0.5254279971122742,0.2685682260000135
98,0.15547791123390198,0.65314120054245,0.259713124000001
99,0.13862007856369019,0.5128315091133118,0.2589893800000027
100,0.17124903202056885,0.5887725949287415,0.2728294329999983
101,0.1379149854183197,0.6031375527381897,3.0166656199999977
102,0.14949601888656616,0.6825323104858398,0.29499760299998457
103,0.12150608003139496,0.47180330753326416,0.27635759800000415
104,0.2032380998134613,0.7956804633140564,0.27036028000000556
105,0.14101451635360718,0.5975750684738159,0.2763096850000011
106,0.12629812955856323,0.4824392795562744,0.2661245440000073
107,0.1572544425725937,0.5627732276916504,0.28225231900000836
108,0.1685861051082611,0.552105724811554,0.2774780539999995
109,0.16333919763565063,0.6388610005378723,0.26924716299998863
110,0.12405386567115784,0.5205366611480713,0.27870506299998965
111,0.13486164808273315,0.5168007612228394,0.27826126300001874
112,0.16774606704711914,0.6961982250213623,0.2776318810000191
113,0.14594519138336182,0.5047822594642639,0.26562576399999216
114,0.12601125240325928,0.4924618601799011,0.2692982739999934
115,0.1317727267742157,0.582740068435669,0.2839931409999963
116,0.15141373872756958,0.6411452293395996,0.27930723800000123
117,0.13208913803100586,0.5418171882629395,0.26217127800001094
118,0.13490751385688782,0.5658978223800659,0.28277667300000076
119,0.13605082035064697,0.5857884883880615,0.2642411930000037
120,0.11999430507421494,0.48874932527542114,0.2660093389999929
121,0.1623346209526062,0.7055779099464417,0.27672263999997426
122,0.13206326961517334,0.5660200715065002,0.2643694359999813
123,0.1505163013935089,0.5186724662780762,0.2570800309999868
124,0.11951310932636261,0.5202810764312744,0.27073221599999897
125,0.14827018976211548,0.6693922281265259,0.27128256599999645
126,0.11884710192680359,0.4183915853500366,0.2704406289999781
127,0.12428686767816544,0.5460256934165955,0.29204489500000363
128,0.17134836316108704,0.7873385548591614,0.2596385909999981
129,0.12628506124019623,0.40538090467453003,0.271147950999989
130,0.1338576227426529,0.6110131144523621,0.2715487400000143
131,0.11351338773965836,0.47645971179008484,0.2594145609999998
132,0.14213836193084717,0.4284728467464447,0.3001447509999764
133,0.1219145730137825,0.4797678291797638,0.2788988449999863
134,0.12573553621768951,0.566944420337677,0.2924225669999885
135,0.12596580386161804,0.5423251986503601,0.275567513999988
136,0.14056861400604248,0.6403415203094482,0.27256150100001264
137,0.1270822435617447,0.5571032762527466,0.29061316599998577
138,0.13547605276107788,0.504418134689331,0.2724576359999844
139,0.1328209638595581,0.523262619972229,0.2690467009999793
140,0.14935556054115295,0.5728732943534851,0.27283188999999197
141,0.12028229236602783,0.4428047239780426,0.2767409289999989
142,0.12160417437553406,0.5261136293411255,0.2736700410000026
143,0.11131342500448227,0.43854814767837524,0.2713803000000041
144,0.11925874650478363,0.5042204856872559,0.2674742600000002
145,0.10869765281677246,0.4574613571166992,0.2686770509999974
146,0.10710885375738144,0.3817278742790222,0.2622742719999849
147,0.23770153522491455,0.5504220128059387,0.28203401999999755
148,0.12519186735153198,0.5448147654533386,0.2741495989999976
149,0.12259502708911896,0.534932553768158,0.2795935930000155
150,0.12370609492063522,0.534888744354248,0.306837201999997
151,0.11532250046730042,0.4800680875778198,0.2879423910000014
152,0.10410112142562866,0.4191038906574249,0.2674281140000119
153,0.13276594877243042,0.5527145266532898,0.2645746219999978
154,0.12575680017471313,0.3521241545677185,0.26301891999997906
155,0.11597484350204468,0.40738818049430847,0.2791768149999996
156,0.12628298997879028,0.44115617871284485,0.27193208700001037
157,0.13361680507659912,0.5328516960144043,0.26930774300001303
158,0.11779545247554779,0.5395501852035522,0.2596655860000112
159,0.10725632309913635,0.46038439869880676,0.27532276299999126
160,0.1288946568965912,0.4520183503627777,0.27387455900000646
161,0.11124257743358612,0.44777005910873413,0.2612997150000069
162,0.14019043743610382,0.4055898189544678,0.2623857020000173
163,0.1123226210474968,0.4979378581047058,0.2580708519999746
164,0.13951393961906433,0.6121957302093506,0.2582108029999972
165,0.10320790857076645,0.3879793882369995,0.26301130199999534
166,0.1049765944480896,0.37658339738845825,0.26619025599998736
167,0.11182525008916855,0.3362045884132385,0.26533164300002454
168,0.11429496109485626,0.46447640657424927,0.2643275620000054
169,0.109848752617836,0.5021235346794128,0.3696855620000008
170,0.15089261531829834,0.6480149626731873,0.29138577500000906
171,0.10638052225112915,0.4388001561164856,0.26267677500001696
172,0.11578088998794556,0.5014652609825134,0.27426950800000327
173,0.15908297896385193,0.3238484263420105,0.26691247499999804
174,0.1003115177154541,0.37701088190078735,0.2681405419999976
175,0.10062436759471893,0.399787962436676,0.26240101000001914
176,0.10291987657546997,0.44342201948165894,0.2578517449999822
177,0.10457868874073029,0.4034993052482605,0.2652095729999928
178,0.1645144522190094,0.301048219203949,0.2667582520000167
179,0.1148582398891449,0.5466081500053406,0.2664354439999954
180,0.1388760805130005,0.4172542691230774,0.264690475000009
181,0.09646894782781601,0.3970227539539337,0.26747497499999895
182,0.12894511222839355,0.4186961054801941,0.2667290980000132
183,0.12276411801576614,0.5748345851898193,0.2691156470000067
184,0.09098823368549347,0.3705538809299469,0.26636001099998907
185,0.1106502115726471,0.4577096998691559,0.2688450680000187
186,0.11486570537090302,0.49095839262008667,0.26839143699999113
187,0.11420299112796783,0.276947557926178,0.25877529900000695
188,0.09524610638618469,0.35905465483665466,0.2698603059999982
189,0.12136375159025192,0.5031874179840088,0.2735474389999979
190,0.14283564686775208,0.5246787667274475,0.2915071850000004
191,0.11086662113666534,0.4424201548099518,0.28328153600000405
192,0.09404107928276062,0.42787158489227295,0.2858443359999683
193,0.14200963079929352,0.2892339825630188,0.28273461699996005
194,0.18930622935295105,0.30224061012268066,0.2735071019999964
195,0.09340964257717133,0.34364053606987,0.2664183219999927
196,0.11725538969039917,0.48816755414009094,0.2628477640000142
197,0.10183107852935791,0.34769976139068604,0.2652972429999636
198,0.11780016124248505,0.402864933013916,0.2704724570000394
199,0.09214535355567932,0.3245493471622467,0.2677978909999865
200,0.12836472690105438,0.34821566939353943,0.27978224299999965
201,0.10805997252464294,0.33886614441871643,0.26321832100001075
202,0.09259600937366486,0.4075131118297577,0.2655356500000039
203,0.09881507605314255,0.43648695945739746,0.2664762510000287
204,0.09465213119983673,0.41838017106056213,0.26244936100005134
